-6.489785503859492621e+01,1.966857370381578107e+01,-7.391771214407359025e+01,-3.042634876511055495e+02,-4.404276053025912461e+02,-4.249042071429030898e+01,-6.446410089957598899e+00,1.330782004251546482e+02,-1.554291967560514642e+01,5.710062437588245388e+01,2.023742591260351276e+02,9.356841045690629244e+00,1.669802150162428802e+02,-7.533171424143152706e+01,1.765803299276662699e+02,2.551461212346708862e+01,-2.210686659012926896e+02,-8.523125893693628541e+01,2.749496267958380713e+02,-8.978508384846072943e+01,-2.911094977516507925e+02,4.812584042318297151e+01,6.055077049184357740e+00,7.296099726995632295e+01,3.886680972294488470e+02,-6.133856966005426159e+01,1.904352106196390935e+02
-2.712615266577709008e+02,3.978486896653834748e+01,-1.184586035592171349e+01,1.701054707457422523e+02,2.322666721350894363e+02,-1.130312948291966393e+02,-9.609459820581069778e+01,-3.021187822483476282e+01,7.819913711281047597e+01,1.229388662420031864e+02,-1.711638443587046865e+01,3.072779022604596122e+00,-1.221729788891173740e+02,4.749315861578144649e+01,-8.064953090419547266e+01,-1.106755764006896392e+01,2.215092937976853591e+02,-7.421617071183492271e+02,1.192092673114163688e+02,-1.141614139999870492e+00,1.439846689500155890e+02,-7.490318744100503068e+01,-6.120067153156253426e+01,1.487014059686729865e+02,2.019272938546870648e+02,3.827815366487187276e+01,6.538981921465888547e+01
-1.785319021116878124e+00,-6.473969656545237683e+01,-4.760217388400575800e+01,-1.872098636308717801e+02,-2.014990230882720539e+02,-2.642646258348576183e+01,1.172936036105258921e+02,1.803389380118485121e+02,-1.472501820806392345e+02,1.468195784368442105e+02,1.706744900845594657e+02,9.283359469275289655e+01,3.410090836531982461e+01,-4.240346526926072670e+02,-2.850270035500350474e+01,-1.951718832591476982e+01,9.935674003517129904e+01,-2.805695489702741838e+02,1.589094871633829484e+02,9.566555596337433087e+01,-5.626457062580800539e+01,1.104326918646317921e+02,-1.599119479158125046e+02,7.011023235847314083e+01,3.730564381192302790e+02,-3.742466704689557844e+01,3.314346619092643209e+01
1.845733790185848875e+02,-2.766577742627757175e+01,-3.198426619701892264e+02,-1.430342531612876371e+02,-2.146187332226044191e+02,7.152391615533936431e+01,2.013683835731598606e+02,1.427676561019576980e+02,4.163356976368540963e+00,-1.176354995421106935e+02,-1.959922432477690677e+02,-9.021983009019500344e+01,3.194028299414495677e+02,-1.080372286345481712e+02,4.820020501257450007e+01,2.878249600125207621e+02,-2.218649904343167236e+02,-2.706147709080041750e+02,-1.625875772199187566e+02,1.766322072272048160e+02,1.147157578592560156e+02,2.964321524623899222e+02,8.474644366468142209e+01,-5.789108315199766963e+01,-2.825125822431052214e+01,3.787712267371169172e+00,2.212267801310848370e+01
-1.272213386166918809e+02,-2.067572020657534893e+01,4.805927593772556605e+01,7.716676747243904799e+01,-1.267696033570445593e+02,2.895041793904464953e+02,-1.178692390065881170e+02,-1.083990456371342503e+02,-6.069636647826533782e+00,-1.702915392615534245e+02,4.227657097822643806e+01,1.184258139167859554e+02,2.585203079272083073e+02,9.437910990514286169e+00,-1.616499849753926128e+02,1.441027855202089256e+02,1.941083894904785438e+02,1.950665976996968425e+02,-5.156568865856868200e+01,-4.868515403774600259e+02,1.842938285072941653e+02,2.734883709520633488e+01,-3.814002730140028916e+02,9.559618673224858298e+01,3.163636613762402661e+01,-8.093362693534297136e+01,1.241477520012196294e+02
6.246257647141779046e+01,2.299478946709705269e+02,-1.652004707521729188e+02,3.504813348151155878e+02,-3.795045184850803111e+01,1.108400554320054709e+02,1.989722066903808013e+02,8.304405040777984937e+01,-1.251644700404409178e+02,1.725712114615099608e+02,-1.062935586898020830e+02,-2.292467406512552941e+02,3.795813981543732396e+00,2.024630221542983293e+02,-1.811021852221096538e+02,-2.209915803466478224e+02,3.365670408272421099e+01,2.770828499020416302e+02,-1.174293289333380841e+01,-5.663006866389759608e+01,1.630780137751909251e+02,1.395299660323258593e+02,-2.835971679464592512e+02,-1.735228259365643453e+02,4.678826347590888446e+00,-1.411013671623102539e+02,-3.000616064317338214e+02
5.578804029872227943e+01,6.483945965151882262e+01,-4.906834037868448206e+01,-3.004226844179125919e+02,-2.301817656631745308e+02,1.768153736263481690e+01,5.416784693760649105e+01,-1.506578127685556296e+02,-7.353414307851593890e+01,-6.298699460613138257e+01,-2.340840006826685382e+01,2.083565344007235751e+02,-2.025793415446918289e+02,2.067297537796436018e+02,2.967040943017372001e+02,1.675298656775350707e+02,5.246678157607967563e+01,7.668099290540146740e+01,2.509160256964446774e+02,6.593216889431322159e+01,-7.742687930779653982e+01,-3.834265787786058155e+01,-5.622627879028027564e+01,-2.063193757481133730e+02,5.324161447554493520e+01,-2.133906382535245427e+02,1.135144806096348873e+02
-1.948133076138297781e+01,-2.864739248279637884e+00,-8.439383268655002723e+01,-7.853514041658306155e+01,6.962346919142397894e+01,-9.047098490010010607e+01,-2.511405316296298338e+02,2.338526343579738977e+02,-1.945350522127287434e+02,1.408525515736994009e+02,1.018907106271931582e+02,1.038467751387048708e+02,2.184111688985617548e+02,3.885902180129196637e+01,-9.649059535371721097e+01,-9.771035341719196765e+01,-1.796657937635140172e+02,-1.197916393862634550e+02,-1.245727039935265523e+01,7.519627611373228149e+01,4.038722143112473617e+01,-5.798766659526194900e+01,3.596889936540520694e+00,1.992024898912269748e+02,5.321065125718373423e+01,-7.853181303596873875e+01,8.512957222968671545e+01
1.183104369748593854e+02,6.476715978473274049e+01,-4.545260269710194478e+01,4.880219647296507901e+01,-1.633210567584387007e+01,2.554287223554638331e+02,-6.884266198686054850e+01,9.745582826414195665e+01,8.653511372746216068e+01,-1.100106753575745273e+02,-4.103637983585272764e+01,-1.261853921676298569e+02,2.352352801119210568e+01,-3.202593623330000838e+01,-2.271148053052865237e+02,1.474670152305583031e+02,-1.764344778310963875e+02,-2.842366123485150808e+01,-2.362197269099535788e+02,-1.042266650803700117e+02,1.763631813780719710e+02,7.870854600134944690e+01,-1.572467707412660616e+02,9.928064934314377865e+01,1.205542284064986376e+02,4.303469340448636871e+01,9.316115495742698371e+00
1.135740059626577079e+02,-1.104220238496477720e+02,1.119076087956826626e+02,-2.369422915153285203e+01,1.611507855024304092e+02,1.306348721757374847e+02,4.621933401988822965e+01,-2.676295483066243008e+01,3.454368686019337815e+02,-7.554707631452748728e+01,3.257233280289275399e+02,-3.120983444170380494e+02,-1.565308195571170415e+02,6.402975277079062266e+01,-1.734824004100968580e+02,-3.297627121984328369e+01,1.896999600287909402e+02,-9.561941734259193026e+01,-5.806714410205449894e+01,-2.072209511361421903e+02,-3.487735111680538580e+02,1.604082291369398661e+02,1.905339930796104397e+01,-1.767161266096747241e+01,1.772522438798094413e+02,-1.782221973634187009e+02,-2.800829365873906340e+01
