20.509331,39.805634,47.226028,27.851536,13.616467,10.549150,11.368861,11.947421,31.706764,70.053169,55.894951,18.262455,10.864593,13.353765,12.735705,14.723350,38.717346,52.161621,28.311520,11.433691,11.393931,20.054298,19.139893,19.692467,23.401672,16.659061,8.377048,8.004065,10.671995,17.600033,20.423462,22.856388,19.071720,35.004074,47.428825,34.353104,20.884275,17.894615,18.651926,15.572177,42.935280,84.424393,79.442886,38.698517,19.438698,16.199074,13.650745,14.244350,123.357620,97.519745,33.954521,8.305783,4.575560,6.975302,10.904324,34.287369,45.390274,14.857141,6.189274,8.778298,10.962797,17.097183,23.055355,30.906048,19.123581,18.525320,24.142452,25.095470,20.573071,29.463692,37.670967,30.412384,48.137894,17.285568,18.122749,19.830763,19.877415,31.518509,63.879868,82.785591,125.116943,29.139057,7.640406,4.361378,3.305840,6.631405,27.509727,102.177200,45.666241,17.448727,11.751643,12.321912,9.980343,10.650338,10.352430,24.402920,17.480251,9.105794,9.743937,9.887766,10.941563,27.743622,58.967361,43.414856,32.873535,9.546940,8.693193,8.295641,5.921778,14.323855,63.921097,86.236359,48.826324,14.313334,12.022873,9.827877,5.619778,7.214051,30.486740,76.104607,20.018021,13.372314,11.550174,12.688168,9.223495,7.502682,11.649757,22.949406
15.559578,11.674645,16.725817,37.230186,54.835976,29.175228,13.890612,12.815382,20.884365,21.745113,24.534517,32.458061,42.008034,29.006910,26.893370,23.769913,37.120262,30.322001,17.676167,23.432608,33.268360,32.358505,21.729338,21.730576,48.359356,31.015221,12.554737,12.393652,23.751045,21.253136,12.855611,24.412745,18.003365,11.252760,16.853098,54.101357,93.418327,35.866314,10.808016,9.934695,104.949326,27.281961,15.063684,22.752335,35.722294,33.159691,35.146454,60.308853,41.819016,12.539547,7.075546,20.098433,81.810310,90.777969,41.087494,29.216002,67.621017,35.709686,13.043242,17.774441,27.954041,18.858068,14.726196,26.187971,24.321426,10.672139,10.721413,41.672546,99.891052,60.611752,15.536989,11.143543,115.778534,44.133793,14.317993,25.447392,38.005817,24.962482,13.807778,37.061886,39.416225,20.542364,16.985201,64.286804,96.986397,41.799255,11.323058,13.205441,52.130646,27.027090,14.634821,22.571554,26.173714,18.393084,15.872833,26.732586,19.999561,12.355082,13.029578,28.968716,52.650887,43.494778,25.103300,16.551756,54.267330,29.342049,16.328671,21.841183,30.867594,28.682207,26.445583,34.267399,25.664837,18.691938,17.665649,39.432205,50.358402,27.372696,16.728642,18.393017,32.017323,20.910284,13.040434,17.074383,25.848219,21.014626,15.191870,20.509254
35.850533,18.284277,9.653125,8.993063,13.921552,8.351439,4.167649,10.625793,120.723000,45.424019,9.197973,6.088260,2.866629,2.535038,8.748052,40.933697,59.833553,23.070629,20.709408,13.504194,11.299844,12.951413,27.024166,34.523018,12.039701,11.277781,21.512775,15.847279,19.843521,18.234762,25.592533,20.417961,41.957718,12.461018,7.221575,9.329659,23.069908,13.740331,9.350079,13.648550,133.748276,41.119926,10.229236,6.150024,3.782030,3.207243,7.852324,48.694576,68.983109,26.177391,57.372543,52.373146,16.179474,11.756589,24.052750,28.549816,16.233788,25.245714,70.439415,43.688324,14.969019,9.896666,16.992792,16.822483,34.419563,10.110184,7.940474,13.515784,20.667913,14.509763,14.960262,16.753838,119.415741,81.244957,42.140587,14.992077,5.328236,4.524796,10.368609,31.453758,28.422997,41.378651,98.467560,73.870438,13.010193,11.178992,37.011139,30.801474,19.773678,26.470263,68.266624,29.787790,7.436398,9.797061,43.609810,40.758324,24.356354,7.945875,7.749203,8.613440,16.187820,17.175484,18.436806,19.413515,82.199219,22.952351,10.032537,5.089227,7.350086,9.448653,29.050900,68.913147,39.127495,15.765924,16.775692,10.393571,6.212517,19.529755,81.577484,77.389915,11.428238,9.664560,16.755222,10.321526,7.348789,20.367979,67.116867,41.173187
11.441042,12.105925,18.397802,27.379345,25.036922,15.283763,10.018064,10.558357,15.667397,14.108534,18.521849,25.119389,25.987030,19.794476,27.691441,31.724674,36.311703,15.429542,12.442419,12.745417,9.684752,11.576397,51.197937,74.951172,41.989441,10.225191,4.605141,3.604983,3.876070,9.017932,43.116356,80.824722,25.573082,15.900398,23.111904,32.570030,29.645338,17.171471,9.651093,13.693977,107.542648,19.347437,8.729086,9.321306,9.138998,12.806786,56.300934,106.160393,34.661247,3.836040,2.515868,3.576217,5.843933,24.274662,112.226868,118.739616,31.833130,5.710391,5.353570,6.323469,7.919584,12.404162,54.096775,87.963409,37.188808,13.281353,11.537189,20.473528,35.519951,25.205725,14.303809,18.454521,132.184494,49.868534,5.053193,3.484072,6.949018,6.501429,9.810191,55.959118,91.465027,26.741039,10.440029,10.175899,12.223919,13.341077,31.913223,46.024437,22.692726,12.157062,10.131924,14.654984,16.492491,11.140515,21.613913,31.525949,29.559000,9.335296,6.524823,9.532621,21.820616,22.088392,22.029659,33.410606,108.896202,27.746754,4.231456,2.839115,5.714437,7.651418,17.394646,69.003342,72.922066,25.288956,10.615375,9.426756,10.817693,6.361928,9.390053,35.867111,16.739637,12.575620,13.195584,18.601942,19.054720,9.462662,9.582859,14.201176
11.981434,11.746628,17.931856,18.605259,27.425764,18.310873,12.343117,9.976271,65.440086,34.234455,19.621155,12.898682,17.862240,12.293154,10.780840,17.037792,110.264824,37.503941,4.839126,5.983376,35.098740,19.291281,11.427963,30.640284,15.169460,8.584124,7.098836,22.511591,95.716331,41.667000,9.643942,7.189452,13.047005,11.929187,15.876711,14.076477,28.283003,34.564095,31.903965,15.824299,71.154510,26.258783,16.863544,15.450819,21.110023,34.238140,32.352600,22.123573,130.239441,46.083447,4.254574,6.058927,36.156094,17.330540,8.002842,30.843334,24.940765,6.791333,3.412025,20.137787,116.343430,59.990578,9.555960,6.873734,16.202728,17.377914,11.838631,7.510656,16.583355,36.418213,58.495846,27.503605,32.778931,13.232956,9.746162,7.020280,12.223093,52.489597,89.118805,56.203205,113.264435,19.160442,9.610019,10.089848,26.425880,16.342985,33.525223,84.619286,20.429394,7.739954,9.322638,28.370499,101.408257,54.800140,12.252174,9.383194,16.464741,20.816656,20.062849,11.819144,13.513515,16.752285,24.082090,17.805405,27.748812,31.821941,28.561455,14.479269,14.291199,16.580709,29.054356,25.677038,51.282433,34.922592,27.684580,17.665831,21.693644,12.745104,14.718482,25.336586,13.317104,11.961714,18.383762,29.404530,58.041927,32.144997,9.879901,6.517379
51.752670,31.243334,16.570066,18.267841,14.981990,9.125809,11.058582,19.292248,133.974503,58.281658,6.120562,3.757296,2.808571,2.283043,5.460385,34.717884,82.598129,25.249550,5.041929,3.779885,6.005478,6.059588,8.723531,29.337151,14.685146,8.650110,5.971114,8.221062,16.706779,11.660180,8.430999,8.527514,59.580524,29.713245,20.470531,21.629105,21.114382,12.229212,11.229653,20.321774,144.937546,52.283684,6.027647,3.683096,3.185715,2.023340,4.475344,43.539646,107.655762,23.015549,6.913585,8.055660,8.964802,7.500895,9.747196,32.101662,20.191906,14.915307,8.245947,9.181309,17.707462,10.505491,7.874771,9.101439,48.598038,12.907999,12.381109,15.057318,17.289783,16.970310,47.097729,59.587566,142.150024,34.011665,4.121802,2.494022,2.002777,2.220207,20.385836,99.729340,94.838898,29.651867,14.384634,11.547917,8.074135,6.331762,11.588243,29.457100,20.621857,13.171677,12.986291,10.702583,16.852713,10.215199,9.544097,12.620137,25.303886,5.934501,5.989616,3.594710,4.034809,15.519005,84.863052,90.821426,68.283356,9.963276,4.465119,1.922462,2.062880,5.945244,57.396725,121.687881,34.030987,10.936308,7.510843,6.239182,6.271869,8.722755,26.764439,40.695587,9.873041,6.950263,8.589480,10.179272,12.224208,10.462388,14.137621,12.198632
8.563169,10.427564,7.681436,6.261069,10.136652,33.637028,87.389420,29.288607,12.023823,7.044031,9.241329,8.594232,19.930374,49.628624,91.378487,40.091225,21.110401,7.981890,8.211191,3.694516,6.645931,35.124695,107.663254,62.500118,7.458761,4.839217,6.214208,3.150653,7.027193,47.291695,101.266220,31.907661,24.002979,11.965051,9.442840,12.376978,27.121151,30.881954,60.134533,32.647507,29.434093,18.535051,21.407568,48.215199,82.535461,43.489159,38.425144,20.537563,116.062859,49.709091,16.089523,10.581543,12.661467,15.439973,44.247307,51.736504,23.377552,8.892408,7.245687,12.827023,31.197977,47.781116,64.359406,23.693327,26.729181,16.105967,19.623682,25.836033,38.219948,20.177883,14.181398,15.469335,35.502209,8.281086,9.230549,38.366859,94.329437,48.745560,15.881324,17.067024,123.732964,31.938385,8.355444,8.660309,17.857222,12.384628,11.201847,43.888313,32.132854,19.593769,20.271694,28.244360,45.490562,18.735035,8.004467,9.042446,20.910133,15.689710,18.750452,19.241573,25.121088,14.796623,11.110658,11.364525,25.600874,11.786860,11.212059,22.482677,50.555313,34.946125,18.064997,17.787075,76.805328,28.383268,11.195556,11.053658,15.517473,13.906667,16.268021,35.935692,19.948830,15.005945,15.167290,24.045527,31.964922,16.837894,13.229750,9.601921
15.405566,23.991945,25.645138,23.083080,16.695511,13.179883,14.850058,13.727444,23.249828,40.102627,42.972759,31.575277,14.021209,10.432466,12.007236,16.210653,38.555271,58.892159,38.018578,16.520174,7.011115,7.223142,11.644485,17.254793,24.879128,27.676525,17.154781,10.481728,10.345993,13.553139,17.733410,16.140144,17.028786,17.710556,30.449226,49.400272,31.074022,15.337057,18.477604,21.521856,25.423050,39.894539,71.187096,99.404373,48.334045,12.088296,7.957140,10.462194,111.798103,93.368851,54.121140,23.861128,6.593067,3.687252,4.395548,20.772306,49.142139,41.594604,27.182186,17.388380,12.416239,12.135115,10.343673,14.538847,11.669712,15.165763,37.753845,70.526604,49.478142,15.470793,10.484244,13.644747,46.279957,19.186466,31.035326,80.671738,63.579067,21.036299,16.603121,27.493393,121.209595,69.266006,40.657173,21.084652,9.432661,6.511551,8.874384,42.655392,37.367496,57.459209,63.885986,32.919079,12.841457,9.697642,10.116492,9.860729,9.618136,10.672661,23.592373,48.762959,46.408932,19.325279,12.651278,12.703436,30.720478,24.262457,25.729916,37.241806,31.748520,17.786537,19.983231,29.251076,44.809353,54.459160,52.683434,32.264828,12.840950,9.845323,13.590254,21.580248,32.868095,53.427509,57.511303,24.334755,6.387173,4.609365,8.591993,16.997108
37.547886,20.892502,16.294308,13.070658,15.458258,8.016275,7.305385,10.445498,120.809998,40.893963,10.593456,7.020754,14.999451,6.282913,6.495011,29.823853,34.612083,10.962980,13.195463,41.734451,95.125771,21.165424,6.069788,12.503025,14.832151,11.189057,14.939632,30.416767,46.327759,12.561054,6.004019,6.464658,49.614082,20.853670,18.748108,17.360882,18.318775,9.292428,6.722787,10.284846,142.780212,33.350208,7.243980,8.314028,20.542786,7.511314,4.325274,34.110420,44.834846,7.154539,7.526217,51.588478,131.636459,32.525406,5.721388,11.611656,18.242821,15.595633,16.082573,29.033768,52.716454,14.616922,7.539027,9.646758,55.129349,13.864306,9.982186,11.480121,19.166014,12.345204,9.257028,15.800909,142.623932,36.130699,6.038949,13.438129,23.949360,4.892715,3.715244,30.284805,39.542114,11.376741,9.146610,59.980423,133.069489,26.867500,3.709884,5.663513,18.591951,13.577241,13.809092,20.013916,48.247147,16.333767,10.637191,12.973671,44.733238,12.512322,7.304554,7.103326,14.821486,11.193321,11.359922,20.676327,127.192955,32.808517,7.752840,10.678044,21.312647,6.747772,6.231550,38.271767,27.681126,9.737442,9.460637,33.459713,103.814102,32.848923,7.954178,8.287788,18.204533,7.683989,7.655322,12.475060,37.706795,19.410713,12.603628,14.329472
31.678333,29.700224,13.459660,16.649868,43.905575,37.679775,9.923985,11.466999,73.555435,47.814651,15.826315,11.074735,17.112167,15.523893,13.127599,29.919134,34.330688,23.220102,15.610589,17.981609,33.724106,31.335484,19.210995,23.468075,23.884396,21.655052,14.068677,12.979805,28.900856,28.853260,12.997025,14.110023,27.009254,12.379935,5.568188,10.387997,72.797333,97.085968,22.482494,12.232962,119.462524,36.965954,7.788849,5.398951,20.214075,28.299591,17.038280,52.087341,43.344864,16.988585,11.562640,22.639465,50.837498,58.250717,29.239090,27.355446,30.658735,23.700546,16.188663,21.273026,34.036221,33.259232,16.145428,16.576740,17.973083,9.386787,3.207998,6.996162,80.466331,111.345413,21.595037,8.625326,102.469788,63.741425,20.964857,10.902847,40.585487,60.036034,15.084445,21.128590,41.700497,49.058411,36.950523,38.819698,47.059101,31.127781,14.047128,12.748577,25.654156,22.752375,15.283945,19.467346,29.704718,30.656342,22.302547,21.143946,16.074202,19.014889,9.562115,16.744297,61.008568,66.302986,10.833612,5.959726,27.609640,28.330540,11.703960,15.676018,65.449768,73.478172,17.373749,12.445185,46.444153,48.706753,19.032972,13.333817,21.669483,25.149475,17.581316,24.241653,25.914984,17.995081,13.280897,13.766296,19.516327,23.918358,18.059391,21.886013
